id;time
0;55719984
1;57834470
2;48063525
3;57154627
4;48511587
5;54791994
6;43255781
7;43729046
8;41809703
9;43599289
10;40745970
11;44074813
12;44661058
13;39729527
14;36128885
15;34781334
16;34458777
17;37276247
18;43920380
19;39907967
20;38588489
21;39319782
22;36110852
23;37197848
24;39237336
25;38587597
26;33694400
27;48757238
28;32199429
29;36035337
30;36116377
31;45056472
32;40690074
33;36211814
34;32984365
35;39179167
36;56379406
37;48540493
38;48662122
39;42661061
40;43695460
41;44613386
42;38907368
43;35359171
44;37328282
45;29685602
46;34792636
47;40948530
48;33881326
49;44004656
50;41138431
51;40003195
52;52210253
53;38829884
54;42971979
55;36355071
56;36024493
57;38644955
58;38817919
59;49430233
60;34345987
61;33892153
62;31586005
63;31461796
64;46895855
65;71709306
66;54887407
67;45000491
68;51717369
69;51680518
70;49355851
71;44157515
72;41798588
73;43141884
74;44053058
75;65951856
76;58914957
77;112911185
78;41602920
79;42095027
80;48586823
81;57776060
82;34492997
83;33888954
84;35016884
85;36519838
86;42233941
87;29087257
88;30049243
89;35421817
90;37112428
91;51876700
92;35822258
93;41753348
94;40628706
95;39000105
96;38261352
97;48381749
98;39033132
99;36624282
100;35073054
101;36842772
102;34935547
103;30372526
104;27368428
105;27682000
106;28985287
107;30966134
108;31452411
109;31341437
110;32469890
111;32520033
112;36451238
113;29511033
114;32143065
115;33217778
116;32988177
117;31031611
118;28602165
119;27375211
120;28326513
121;30967937
122;36371226
123;45867319
124;33284683
125;28621490
126;35561112
127;28575904
128;29818395
129;31668101
130;30645484
131;30599297
132;26956625
133;27387821
134;27795645
135;29684352
136;30440054
137;32035195
138;31081727
139;27399980
140;36141570
141;28294107
142;31206103
143;30747740
144;31944009
145;31671273
146;29326874
147;28077933
148;26555384
149;28120631
150;33172579
151;31139459
152;30024695
153;31760459
154;35854561
155;35480549
156;34145485
157;38439354
158;37941565
159;34328192
160;34705437
161;27407131
162;28860833
163;26401888
164;27750554
165;34161354
166;43705300
167;36170208
168;29512296
169;27195664
170;25891258
171;29034887
172;39553879
173;29987546
174;29496749
175;26029897
176;28332336
177;26206727
178;27604763
179;34312052
180;29519572
181;29510767
182;30416899
183;28221259
184;26023022
185;27583948
186;32590984
187;38018789
188;33762710
189;28638217
190;40513458
191;27473589
192;27570836
193;29463614
194;28451402
195;31228699
196;34038207
197;29984722
198;26822039
199;26919985
200;27949145
201;27328116
202;31766265
203;29849992
204;30047819
205;30166885
206;27572876
207;37864828
208;27039906
209;30346359
210;31718685
211;30110039
212;28643589
213;29052605
214;26476958
215;27279231
216;29298203
217;29476989
218;29192715
219;30607502
220;30114708
221;27737937
222;28217514
223;25788871
224;28124783
225;43213947
226;36346300
227;33529355
228;31643215
229;31147916
230;32849368
231;32454162
232;32034141
233;28552920
234;34198784
235;30967377
236;27280342
237;26580680
238;28768539
239;26631841
240;35120929
241;34074654
242;30435846
243;31312675
244;28823142
245;26053249
246;27613011
247;26270761
248;45176304
249;35427682
250;38893739
251;41162061
252;30470150
253;27565313
254;25937051
255;30678763
256;31626213
257;29191741
258;29696842
259;28759733
260;29671681
261;25610220
262;28228349
263;31993076
264;29681957
265;30627313
266;31086323
267;30819778
268;27598476
269;37687836
270;32095771
271;31971078
272;32613872
273;33431830
274;29744760
275;25212143
276;25948894
277;25432123
278;31268053
279;31216350
280;27937036
281;29825233
282;27384632
283;25747113
284;26951638
285;25696281
286;29009366
287;28689054
288;36220884
289;28963850
290;31321211
291;40844854
292;26021483
293;25983016
294;29370279
295;33099984
296;29955456
297;26697336
298;27441051
299;29261534
300;26830032
301;27951031
302;27240787
303;31301663
304;30242705
305;26260934
306;27299067
307;25201838
308;29779884
309;35559048
310;30629236
311;27541048
312;29284651
313;36917278
314;27679628
315;30894532
316;26481595
317;30912272
318;32338313
319;28507836
320;30228378
321;27872221
322;25386710
323;25802385
324;28071116
325;27950781
326;34945186
327;30516875
328;26366729
329;28072950
330;29590833
331;27679870
332;28608985
333;28504165
334;29471745
335;48914730
336;27974733
337;26654492
338;29078607
339;31155537
340;30380958
341;30366330
342;31137482
343;30624034
344;26765380
345;28457753
346;25601818
347;31267044
348;29766526
349;29077639
350;28798911
351;27503395
352;25868974
353;27791068
354;25782076
355;30944381
356;29061983
357;45333473
358;33081658
359;30776743
360;31372181
361;30691518
362;34118512
363;33643888
364;34572268
365;34233941
366;28319227
367;27875086
368;25647658
369;28176335
370;31602265
371;28510461
372;32010046
373;28697733
374;25326463
375;26006892
376;25227482
377;30288275
378;31820488
379;41441200
380;32791905
381;31670742
382;33111889
383;26090700
384;30241108
385;44981330
386;28499142
387;30013834
388;27309594
389;26201631
390;26556660
391;27920910
392;29290674
393;32435707
394;39892826
395;39297911
396;29434968
397;26713592
398;29552840
399;28373911
400;30368050
401;27408126
402;28551545
403;26506966
404;26195127
405;28078163
406;27155136
407;31327870
408;32402216
409;27506770
410;29065904
411;27840472
412;40064722
413;28007311
414;28542070
415;29400737
416;28936658
417;27827171
418;26628313
419;25898734
420;27060462
421;25275118
422;30754827
423;29015550
424;27817853
425;29535379
426;27523403
427;29646959
428;26533967
429;30256268
430;28654167
431;32316852
432;29864925
433;25999809
434;27222452
435;26830353
436;26318091
437;29489329
438;28854897
439;45302101
440;28165233
441;27537752
442;26788113
443;25015175
444;28465024
445;31112971
446;30808954
447;29308685
448;28340446
449;26103259
450;26389428
451;25276840
452;26252901
453;27261904
454;29030591
455;28355047
456;28241963
457;26178889
458;26787046
459;28628310
460;28890825
461;28641667
462;29758290
463;28677806
464;28101266
465;25907694
466;26432977
467;38613496
468;32893718
469;31127279
470;31067949
471;27803715
472;28486201
473;26231158
474;25809851
475;25062392
476;32289340
477;30212210
478;31671079
479;27154443
480;28395946
481;25207922
482;26563084
483;25589111
484;28284841
485;29952693
486;27402748
487;30341346
488;28247201
489;25464343
490;26004460
491;25166982
492;28595135
493;28344077
494;45181618
495;30230520
496;26338814
497;29278925
498;26258074
499;26020530
500;28771114
501;30058824
502;30867713
503;29564253
504;26020615
505;27298485
506;26073765
507;37610607
508;35520957
509;33895920
510;29787965
511;29102897
512;25440612
513;26294992
514;25991466
515;29397926
516;30136573
517;28506366
518;29465122
519;27559295
520;25447935
521;41806048
522;25520581
523;30416503
524;29827791
525;29171043
526;28804399
527;25308332
528;26708933
529;26004179
530;30836858
531;30513681
532;29697054
533;28721034
534;28913311
535;25731289
536;26197760
537;25036841
538;29285661
539;29384415
540;28448596
541;30805570
542;29124818
543;26391222
544;28478623
545;25572626
546;32586055
547;29643959
548;30794173
549;41650157
550;26678394
551;25948868
552;27445991
553;25174128
554;28403217
555;27308455
556;31193415
557;30999343
558;27684582
559;25578383
560;28120746
561;25069062
562;30191014
563;30745671
564;30420123
565;32407588
566;27250380
567;25505363
568;26339878
569;24921130
570;31011491
571;31581354
572;32032973
573;29521325
574;28168611
575;25468442
576;40636966
577;28236137
578;28532448
