id;time
0;34211609
1;33644296
2;36558118
3;35349841
4;34735290
5;38500607
6;34439296
7;34689938
8;35324502
9;35546701
10;34927185
11;34440129
12;34414375
13;33221231
14;35920841
15;36619021
16;34163994
17;34083927
18;34129051
19;51334986
20;38375346
21;34671080
22;34018189
23;34050131
24;34446164
25;34283439
26;36276602
27;35985333
28;34185331
29;33331052
30;34018263
31;33559615
32;33562736
33;33573762
34;35052779
35;33887735
36;32977606
37;33580273
38;33972586
39;32942325
40;45588910
41;35172475
42;33960572
43;33909862
44;34251338
45;33644715
46;33674245
47;35200362
48;33630038
49;34607521
50;33891198
51;33191350
52;33397718
53;33419315
54;35921050
55;34372048
56;34618455
57;33767498
58;34716302
59;33210427
60;48859627
61;34047111
62;34855392
63;33696959
64;33768939
65;35408342
66;33477782
67;34380449
68;33602427
69;34129259
70;33307169
71;33695889
72;33366681
73;33555162
74;34219444
75;34130048
76;33567259
77;35728302
78;35205493
79;33656301
80;33243440
81;46791631
82;34456485
83;32897403
84;33854733
85;33884292
86;35312681
87;34382178
88;34861785
89;34381445
90;33521802
91;32685755
92;36524018
93;33524861
94;38054924
95;35331530
96;33214511
97;34017796
98;33228373
99;34450183
