id;time
0;31192515
1;28119889
2;29496429
3;29309834
4;49644011
5;28173334
6;29491273
7;27407193
8;27928542
9;27096682
10;27584766
11;27659965
12;27158178
13;28158136
14;26970095
15;28479350
16;27098395
17;27978007
18;28819210
19;29167253
20;28516727
21;28737671
22;28087131
23;27248141
24;27808301
25;27466230
26;26585869
27;29211878
28;27157899
29;27530815
30;27543971
31;28029691
32;40755363
33;27863912
34;27591490
35;29285284
36;27600210
37;28000093
38;30758072
39;30016761
40;27834205
41;29318709
42;29327651
43;27665287
44;27645005
45;27969277
46;29683079
47;29954242
48;31129830
49;27469568
50;29018872
51;28385249
52;28173192
53;28520325
54;30219484
55;33491290
56;28176236
57;27947406
58;27872872
59;27038035
60;41130658
61;30000471
62;31805949
63;28253920
64;30036108
65;29566194
66;28379139
67;27206527
68;28551532
69;26867984
70;30049602
71;30577362
72;28503967
73;31454533
74;27529401
75;30476911
76;30485912
77;28241788
78;32122174
79;31441427
80;27317050
81;31055707
82;27913621
83;33365507
84;38194249
85;35809754
86;34889686
87;33918225
88;48534226
89;31413958
90;34975054
91;35386425
92;34487395
93;30326102
94;28544351
95;30630730
96;28118223
97;27526955
98;27891581
99;29359051
