id;time
0;27647992
1;27900514
2;28389106
3;27419882
4;34332293
5;27205219
6;27076800
7;26842775
8;31001063
9;27586807
10;26962786
11;27701690
12;29870753
13;28194125
14;27921055
15;26444668
16;27071809
17;38694583
18;27589734
19;27393818
20;30107456
21;28055921
22;27129701
23;27261559
24;27075710
25;26324064
26;26934516
27;30115485
28;27013509
29;28648827
30;28470845
31;31600112
32;27680556
33;27934433
34;26469190
35;31137378
36;30926630
37;27524507
38;27011606
39;27780263
40;27731625
41;41606721
42;31538080
43;30950200
44;26326023
45;27063706
46;27663206
47;26400573
48;27878017
49;26638639
50;32543688
51;27785660
52;27208347
53;27179167
54;30284057
55;33160149
56;30415762
57;29184498
58;31211177
59;31717055
60;30263994
61;31748785
62;30888219
63;37194662
64;52647235
65;32860368
66;33657165
67;33424928
68;34830653
69;34490296
70;36188117
71;35745269
72;32683762
73;30526119
74;32989749
75;30800862
76;31283121
77;29519057
78;26274160
79;27501804
80;27081806
81;27838195
82;27341263
83;26539388
84;27951395
85;31035726
86;26744362
87;41333392
88;30433711
89;29473257
90;28474571
91;28849688
92;27673803
93;41845534
94;34483493
95;29000891
96;29634986
97;36275066
98;30118777
99;29038017
