id;time
0;24450551
1;29835408
2;25575316
3;25457237
4;27270399
5;25528240
6;24446243
7;24613901
8;25765537
9;24677587
10;25175166
11;24871054
12;24322503
13;25826997
14;24983481
15;24346439
16;25460123
17;24188377
18;24846244
19;25212083
20;24559182
21;25488810
22;27835054
23;38099675
24;26241314
25;24137141
26;24390161
27;26083074
28;24220564
29;25652307
30;25534510
31;29140287
32;24564478
33;25088275
34;25279434
35;24482986
36;24793292
37;26167128
38;24050384
39;25759807
40;28044011
41;26342760
42;24226214
43;24513729
44;25415244
45;24302090
46;24431554
47;24867340
48;24338018
49;25617335
50;43148634
51;26160962
52;27677197
53;25590098
54;25120649
55;24255961
56;25622559
57;28026206
58;26227782
59;24511000
60;24589898
61;28027709
62;25999486
63;25743650
64;25500043
65;25264536
66;26339315
67;25025868
68;25346257
69;26460799
70;26795088
71;24820225
72;24393690
73;25940845
74;24300308
75;28899053
76;39795499
77;24296753
78;28805644
79;24398638
80;25682059
81;24517197
82;24135808
83;25897384
84;25577208
85;25418110
86;26069034
87;24609522
88;28439502
89;25518636
90;26149357
91;24582385
92;26066245
93;24710447
94;24260992
95;25502569
96;24251574
97;25395447
98;28218372
99;24357975
