id;time
0;77655315
1;72116273
2;79180927
3;72319326
4;69788611
5;65626201
6;55918978
7;53632521
8;54737413
9;58661543
10;57223286
11;57940293
12;67596952
13;53522822
14;62296050
15;55155255
16;57519096
17;55562825
18;60401471
19;55035623
20;49621508
21;51408513
22;52076770
23;54860446
24;48405975
25;52485531
26;54070991
27;46227843
28;57315688
29;46895176
30;47796572
31;49836806
32;53636967
33;49170719
34;54349636
35;48949069
36;50355317
37;47587353
38;52593721
39;55771869
40;90479312
41;46765241
42;47219954
43;47077748
44;57161375
45;45084286
46;46339619
47;46295157
48;52805824
49;44897156
50;46286709
51;45170833
52;47268109
53;45272126
54;55733094
55;59882419
56;45842368
57;46540165
58;53753602
59;52517450
60;65326028
61;47794948
62;46073365
63;43933315
64;46685949
65;46399434
66;62131602
67;58928925
68;60104960
69;62103031
70;47846609
71;43897217
72;45131451
73;44255756
74;55946307
75;46969076
76;47707619
77;44604294
78;43015184
79;43451289
80;46282371
81;52329209
82;63543854
83;47637903
84;43457870
85;47865788
86;44974229
87;43617325
88;44138867
89;43622223
90;48327985
91;46802986
92;55498721
93;42728265
94;44547524
95;47113028
96;59615820
97;50553880
98;44096979
99;47136548
