id;time
0;132990908
1;121362095
2;117753713
3;118259739
4;162060271
5;106601471
6;114101337
7;114919655
8;110364389
9;109234962
10;109245315
11;113386323
12;112715988
13;104423877
14;164269667
15;105075618
16;104813982
17;102832411
18;113015088
19;105823157
20;105355570
21;145640373
22;108399320
23;102515642
24;111434409
25;103340992
26;102321475
27;98974114
28;110076829
29;104724824
30;101112398
31;100228193
32;100625327
33;101255067
34;103962252
35;97662641
36;99430178
37;97867072
38;104776694
39;122026127
40;100459731
41;106373425
42;97187327
43;96811946
44;109677018
45;97086120
46;99564988
47;95688837
48;105927354
49;100865057
50;99922884
51;94506429
52;98820453
53;99094906
54;103116704
55;97942295
56;95882801
57;95643174
58;103336277
59;106279296
60;157798750
61;94398524
62;97402346
63;94836784
64;100056556
65;97717446
66;96700298
67;96299243
68;96869591
69;103041503
70;155399867
71;96941338
72;96379996
73;97302747
74;103002855
75;101235311
76;98643223
77;97345116
78;101283606
79;99041897
80;98855613
81;103507199
82;107848984
83;96918295
84;99569126
85;94128513
86;101010964
87;94057220
88;96309509
89;96918668
90;97866248
91;93808366
92;107304787
93;95102059
94;96218741
95;108215943
96;99153374
97;99012056
98;94470722
99;102100649
